name,price,image_url,category_id
Badminton Racket 29,17895.84,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Badminton%20Racket%2029,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 30,80690.63,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%2030,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
JavaScript Deep Dive 31,1792.21,https://placehold.co/400x400/065F46/FFFFFF?text=JavaScript%20Deep%20Dive%2031,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Hooded Sweatshirt 32,2045.68,https://placehold.co/400x400/9A3412/FFFFFF?text=Hooded%20Sweatshirt%2032,f51dbd03-8798-4c37-bea0-38e750385ce6
Microwave Oven 33,49024.11,https://placehold.co/400x400/3F3F46/FFFFFF?text=Microwave%20Oven%2033,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Football 34,19509.23,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Football%2034,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 35,31040.91,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%2035,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
Clean Code 36,545.31,https://placehold.co/400x400/065F46/FFFFFF?text=Clean%20Code%2036,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Slim Fit Jeans 37,1090.77,https://placehold.co/400x400/9A3412/FFFFFF?text=Slim%20Fit%20Jeans%2037,f51dbd03-8798-4c37-bea0-38e750385ce6
Vacuum Cleaner 38,45492.11,https://placehold.co/400x400/3F3F46/FFFFFF?text=Vacuum%20Cleaner%2038,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Cricket Bat 39,24145.07,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Cricket%20Bat%2039,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 40,56033.69,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%2040,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
System Design Handbook 41,1878.16,https://placehold.co/400x400/065F46/FFFFFF?text=System%20Design%20Handbook%2041,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Cotton T-Shirt 42,2464.31,https://placehold.co/400x400/9A3412/FFFFFF?text=Cotton%20T-Shirt%2042,f51dbd03-8798-4c37-bea0-38e750385ce6
Air Fryer 43,5805.61,https://placehold.co/400x400/3F3F46/FFFFFF?text=Air%20Fryer%2043,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Badminton Racket 44,3273.54,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Badminton%20Racket%2044,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 45,128915.76,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%2045,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
JavaScript Deep Dive 46,715.36,https://placehold.co/400x400/065F46/FFFFFF?text=JavaScript%20Deep%20Dive%2046,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Hooded Sweatshirt 47,4317.19,https://placehold.co/400x400/9A3412/FFFFFF?text=Hooded%20Sweatshirt%2047,f51dbd03-8798-4c37-bea0-38e750385ce6
Microwave Oven 48,6499.78,https://placehold.co/400x400/3F3F46/FFFFFF?text=Microwave%20Oven%2048,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Football 49,5437.55,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Football%2049,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 50,22430.53,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%2050,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
Clean Code 51,377.27,https://placehold.co/400x400/065F46/FFFFFF?text=Clean%20Code%2051,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Slim Fit Jeans 52,2376.61,https://placehold.co/400x400/9A3412/FFFFFF?text=Slim%20Fit%20Jeans%2052,f51dbd03-8798-4c37-bea0-38e750385ce6
Vacuum Cleaner 53,52860.90,https://placehold.co/400x400/3F3F46/FFFFFF?text=Vacuum%20Cleaner%2053,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Cricket Bat 54,5663.25,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Cricket%20Bat%2054,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 55,38790.29,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%2055,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
System Design Handbook 56,1540.73,https://placehold.co/400x400/065F46/FFFFFF?text=System%20Design%20Handbook%2056,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Cotton T-Shirt 57,3667.73,https://placehold.co/400x400/9A3412/FFFFFF?text=Cotton%20T-Shirt%2057,f51dbd03-8798-4c37-bea0-38e750385ce6
Air Fryer 58,10418.12,https://placehold.co/400x400/3F3F46/FFFFFF?text=Air%20Fryer%2058,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Badminton Racket 59,22966.21,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Badminton%20Racket%2059,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 60,99615.80,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%2060,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
JavaScript Deep Dive 61,1551.17,https://placehold.co/400x400/065F46/FFFFFF?text=JavaScript%20Deep%20Dive%2061,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Hooded Sweatshirt 62,1127.48,https://placehold.co/400x400/9A3412/FFFFFF?text=Hooded%20Sweatshirt%2062,f51dbd03-8798-4c37-bea0-38e750385ce6
Microwave Oven 63,58276.84,https://placehold.co/400x400/3F3F46/FFFFFF?text=Microwave%20Oven%2063,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Football 64,12111.11,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Football%2064,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 65,128166.14,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%2065,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
Clean Code 66,1773.85,https://placehold.co/400x400/065F46/FFFFFF?text=Clean%20Code%2066,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Slim Fit Jeans 67,1444.35,https://placehold.co/400x400/9A3412/FFFFFF?text=Slim%20Fit%20Jeans%2067,f51dbd03-8798-4c37-bea0-38e750385ce6
Vacuum Cleaner 68,71490.98,https://placehold.co/400x400/3F3F46/FFFFFF?text=Vacuum%20Cleaner%2068,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Cricket Bat 69,19505.02,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Cricket%20Bat%2069,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 70,4611.04,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%2070,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
System Design Handbook 71,1826.32,https://placehold.co/400x400/065F46/FFFFFF?text=System%20Design%20Handbook%2071,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Cotton T-Shirt 72,4043.23,https://placehold.co/400x400/9A3412/FFFFFF?text=Cotton%20T-Shirt%2072,f51dbd03-8798-4c37-bea0-38e750385ce6
Air Fryer 73,49354.49,https://placehold.co/400x400/3F3F46/FFFFFF?text=Air%20Fryer%2073,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Badminton Racket 74,13949.93,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Badminton%20Racket%2074,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 75,61875.47,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%2075,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
JavaScript Deep Dive 76,644.78,https://placehold.co/400x400/065F46/FFFFFF?text=JavaScript%20Deep%20Dive%2076,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Hooded Sweatshirt 77,2066.03,https://placehold.co/400x400/9A3412/FFFFFF?text=Hooded%20Sweatshirt%2077,f51dbd03-8798-4c37-bea0-38e750385ce6
Microwave Oven 78,13962.31,https://placehold.co/400x400/3F3F46/FFFFFF?text=Microwave%20Oven%2078,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Football 79,1858.84,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Football%2079,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 80,121092.27,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%2080,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
Clean Code 81,262.56,https://placehold.co/400x400/065F46/FFFFFF?text=Clean%20Code%2081,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Slim Fit Jeans 82,4326.40,https://placehold.co/400x400/9A3412/FFFFFF?text=Slim%20Fit%20Jeans%2082,f51dbd03-8798-4c37-bea0-38e750385ce6
Vacuum Cleaner 83,54371.75,https://placehold.co/400x400/3F3F46/FFFFFF?text=Vacuum%20Cleaner%2083,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Cricket Bat 84,21223.17,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Cricket%20Bat%2084,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 85,45300.48,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%2085,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
System Design Handbook 86,1110.33,https://placehold.co/400x400/065F46/FFFFFF?text=System%20Design%20Handbook%2086,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Cotton T-Shirt 87,1613.86,https://placehold.co/400x400/9A3412/FFFFFF?text=Cotton%20T-Shirt%2087,f51dbd03-8798-4c37-bea0-38e750385ce6
Air Fryer 88,60950.64,https://placehold.co/400x400/3F3F46/FFFFFF?text=Air%20Fryer%2088,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Badminton Racket 89,11429.88,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Badminton%20Racket%2089,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 90,6197.14,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%2090,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
JavaScript Deep Dive 91,1171.26,https://placehold.co/400x400/065F46/FFFFFF?text=JavaScript%20Deep%20Dive%2091,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Hooded Sweatshirt 92,572.18,https://placehold.co/400x400/9A3412/FFFFFF?text=Hooded%20Sweatshirt%2092,f51dbd03-8798-4c37-bea0-38e750385ce6
Microwave Oven 93,17849.74,https://placehold.co/400x400/3F3F46/FFFFFF?text=Microwave%20Oven%2093,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Football 94,7912.63,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Football%2094,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 95,32908.36,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%2095,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
Clean Code 96,1394.90,https://placehold.co/400x400/065F46/FFFFFF?text=Clean%20Code%2096,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Slim Fit Jeans 97,3425.16,https://placehold.co/400x400/9A3412/FFFFFF?text=Slim%20Fit%20Jeans%2097,f51dbd03-8798-4c37-bea0-38e750385ce6
Vacuum Cleaner 98,79322.11,https://placehold.co/400x400/3F3F46/FFFFFF?text=Vacuum%20Cleaner%2098,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Cricket Bat 99,13247.62,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Cricket%20Bat%2099,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 100,144464.47,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%20100,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
System Design Handbook 101,279.17,https://placehold.co/400x400/065F46/FFFFFF?text=System%20Design%20Handbook%20101,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Cotton T-Shirt 102,3746.39,https://placehold.co/400x400/9A3412/FFFFFF?text=Cotton%20T-Shirt%20102,f51dbd03-8798-4c37-bea0-38e750385ce6
Air Fryer 103,59156.28,https://placehold.co/400x400/3F3F46/FFFFFF?text=Air%20Fryer%20103,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Badminton Racket 104,15041.41,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Badminton%20Racket%20104,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 105,28190.61,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%20105,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
JavaScript Deep Dive 106,852.45,https://placehold.co/400x400/065F46/FFFFFF?text=JavaScript%20Deep%20Dive%20106,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Hooded Sweatshirt 107,1760.77,https://placehold.co/400x400/9A3412/FFFFFF?text=Hooded%20Sweatshirt%20107,f51dbd03-8798-4c37-bea0-38e750385ce6
Microwave Oven 108,72350.06,https://placehold.co/400x400/3F3F46/FFFFFF?text=Microwave%20Oven%20108,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Football 109,29876.25,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Football%20109,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 110,78874.41,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%20110,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
Clean Code 111,777.36,https://placehold.co/400x400/065F46/FFFFFF?text=Clean%20Code%20111,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Slim Fit Jeans 112,1542.35,https://placehold.co/400x400/9A3412/FFFFFF?text=Slim%20Fit%20Jeans%20112,f51dbd03-8798-4c37-bea0-38e750385ce6
Vacuum Cleaner 113,72436.43,https://placehold.co/400x400/3F3F46/FFFFFF?text=Vacuum%20Cleaner%20113,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Cricket Bat 114,26536.11,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Cricket%20Bat%20114,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 115,92914.41,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%20115,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
System Design Handbook 116,997.98,https://placehold.co/400x400/065F46/FFFFFF?text=System%20Design%20Handbook%20116,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Cotton T-Shirt 117,2281.64,https://placehold.co/400x400/9A3412/FFFFFF?text=Cotton%20T-Shirt%20117,f51dbd03-8798-4c37-bea0-38e750385ce6
Air Fryer 118,31564.93,https://placehold.co/400x400/3F3F46/FFFFFF?text=Air%20Fryer%20118,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Badminton Racket 119,3172.72,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Badminton%20Racket%20119,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 120,36194.98,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%20120,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
JavaScript Deep Dive 121,1710.05,https://placehold.co/400x400/065F46/FFFFFF?text=JavaScript%20Deep%20Dive%20121,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Hooded Sweatshirt 122,658.81,https://placehold.co/400x400/9A3412/FFFFFF?text=Hooded%20Sweatshirt%20122,f51dbd03-8798-4c37-bea0-38e750385ce6
Microwave Oven 123,72601.69,https://placehold.co/400x400/3F3F46/FFFFFF?text=Microwave%20Oven%20123,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Football 124,10002.55,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Football%20124,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 125,23520.62,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%20125,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
Clean Code 126,1338.20,https://placehold.co/400x400/065F46/FFFFFF?text=Clean%20Code%20126,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Slim Fit Jeans 127,463.91,https://placehold.co/400x400/9A3412/FFFFFF?text=Slim%20Fit%20Jeans%20127,f51dbd03-8798-4c37-bea0-38e750385ce6
Vacuum Cleaner 128,73043.64,https://placehold.co/400x400/3F3F46/FFFFFF?text=Vacuum%20Cleaner%20128,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Cricket Bat 129,27598.91,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Cricket%20Bat%20129,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 130,109175.16,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%20130,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
System Design Handbook 131,1362.96,https://placehold.co/400x400/065F46/FFFFFF?text=System%20Design%20Handbook%20131,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Cotton T-Shirt 132,3015.94,https://placehold.co/400x400/9A3412/FFFFFF?text=Cotton%20T-Shirt%20132,f51dbd03-8798-4c37-bea0-38e750385ce6
Air Fryer 133,42501.73,https://placehold.co/400x400/3F3F46/FFFFFF?text=Air%20Fryer%20133,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Badminton Racket 134,29394.66,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Badminton%20Racket%20134,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 135,43953.42,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%20135,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
JavaScript Deep Dive 136,1126.32,https://placehold.co/400x400/065F46/FFFFFF?text=JavaScript%20Deep%20Dive%20136,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Hooded Sweatshirt 137,974.27,https://placehold.co/400x400/9A3412/FFFFFF?text=Hooded%20Sweatshirt%20137,f51dbd03-8798-4c37-bea0-38e750385ce6
Microwave Oven 138,4223.79,https://placehold.co/400x400/3F3F46/FFFFFF?text=Microwave%20Oven%20138,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Football 139,7016.56,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Football%20139,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 140,49350.04,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%20140,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
Clean Code 141,1432.75,https://placehold.co/400x400/065F46/FFFFFF?text=Clean%20Code%20141,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Slim Fit Jeans 142,1364.26,https://placehold.co/400x400/9A3412/FFFFFF?text=Slim%20Fit%20Jeans%20142,f51dbd03-8798-4c37-bea0-38e750385ce6
Vacuum Cleaner 143,22760.19,https://placehold.co/400x400/3F3F46/FFFFFF?text=Vacuum%20Cleaner%20143,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Cricket Bat 144,9045.49,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Cricket%20Bat%20144,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 145,11059.08,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%20145,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
System Design Handbook 146,1362.35,https://placehold.co/400x400/065F46/FFFFFF?text=System%20Design%20Handbook%20146,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Cotton T-Shirt 147,825.76,https://placehold.co/400x400/9A3412/FFFFFF?text=Cotton%20T-Shirt%20147,f51dbd03-8798-4c37-bea0-38e750385ce6
Air Fryer 148,24879.46,https://placehold.co/400x400/3F3F46/FFFFFF?text=Air%20Fryer%20148,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Badminton Racket 149,21076.19,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Badminton%20Racket%20149,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 150,126943.48,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%20150,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
JavaScript Deep Dive 151,1854.83,https://placehold.co/400x400/065F46/FFFFFF?text=JavaScript%20Deep%20Dive%20151,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Hooded Sweatshirt 152,1087.85,https://placehold.co/400x400/9A3412/FFFFFF?text=Hooded%20Sweatshirt%20152,f51dbd03-8798-4c37-bea0-38e750385ce6
Microwave Oven 153,41491.80,https://placehold.co/400x400/3F3F46/FFFFFF?text=Microwave%20Oven%20153,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Football 154,7582.36,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Football%20154,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 155,123589.15,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%20155,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
Clean Code 156,376.06,https://placehold.co/400x400/065F46/FFFFFF?text=Clean%20Code%20156,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Slim Fit Jeans 157,3849.18,https://placehold.co/400x400/9A3412/FFFFFF?text=Slim%20Fit%20Jeans%20157,f51dbd03-8798-4c37-bea0-38e750385ce6
Vacuum Cleaner 158,35619.53,https://placehold.co/400x400/3F3F46/FFFFFF?text=Vacuum%20Cleaner%20158,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Cricket Bat 159,4619.88,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Cricket%20Bat%20159,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 160,100581.22,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%20160,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
System Design Handbook 161,352.53,https://placehold.co/400x400/065F46/FFFFFF?text=System%20Design%20Handbook%20161,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Cotton T-Shirt 162,2324.62,https://placehold.co/400x400/9A3412/FFFFFF?text=Cotton%20T-Shirt%20162,f51dbd03-8798-4c37-bea0-38e750385ce6
Air Fryer 163,27250.72,https://placehold.co/400x400/3F3F46/FFFFFF?text=Air%20Fryer%20163,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
Badminton Racket 164,21121.07,https://placehold.co/400x400/7F1D1D/FFFFFF?text=Badminton%20Racket%20164,ab22bdf7-c260-4beb-b403-cc919cf474ae
Smartphone 165,31487.34,https://placehold.co/400x400/1E3A8A/FFFFFF?text=Smartphone%20165,1ea0c0d3-9683-4fe5-b033-0cd94795b40c
JavaScript Deep Dive 166,362.51,https://placehold.co/400x400/065F46/FFFFFF?text=JavaScript%20Deep%20Dive%20166,5fa61451-b12d-44fb-863d-9b2c9e9496f0
Hooded Sweatshirt 167,3999.83,https://placehold.co/400x400/9A3412/FFFFFF?text=Hooded%20Sweatshirt%20167,f51dbd03-8798-4c37-bea0-38e750385ce6
Microwave Oven 168,77769.34,https://placehold.co/400x400/3F3F46/FFFFFF?text=Microwave%20Oven%20168,ac13c7a3-f2a1-4f9c-bf71-e4803f2a44da
